fos,income,age,english_score,prev_gpa,sem1_gpa,sem2_gpa,sem3_gpa,sem4_gpa,sem1_pred,sem2_pred,sem3_pred,sem4_pred
Environmental Engineering and Management,Upper middle income,U30,6,3.35,3.33,3.5,3.44,0.0,3.44,3.51,3.49,0.0
Offshore Technology and Management,Lower middle income,U30,6,2.0,3.25,3.12,3.0,0.0,3.5,3.35,3.37,0.0
ConstructionEngineering and Infrastructure Management,Low income,U30,6,3.5,3.25,3.36,0.0,0.0,3.39,3.36,0.0,0.0
Nanotechnology,Lower middle income,U44,6,2.43,3.14,3.0,0.0,0.0,3.16,3.22,0.0,0.0
Aquaculture and Aquatic Resources Management,Upper middle income,U30,6,3.55,3.11,3.18,3.0,3.0,3.32,3.21,3.44,3.26
Business Administration - MBA,Upper middle income,U30,,3.16,3.57,3.75,3.88,0.0,3.57,3.6,3.67,0.0
International Business - Management of Technology (VN),Lower middle income,U25,6,3.0,3.59,3.33,3.21,3.38,3.48,3.55,3.51,3.5
International Business - Management of Technology (VN),Lower middle income,U44,6,2.5,3.45,3.56,3.46,3.38,3.5,3.56,3.52,3.58
International Business - Management of Technology (VN),Lower middle income,U44,6,2.5,3.27,3.78,3.61,3.06,3.52,3.5,3.47,3.5
Environmental Engineering and Management,Lower middle income,U30,6,3.5,3.64,3.6,0.0,0.0,3.58,3.64,0.0,0.0
Environmental Engineering and Management,Upper middle income,U30,6,3.6,3.17,3.38,3.8,0.0,3.21,3.29,3.45,0.0
Business Administration - MBA,Lower middle income,U30,6,3.94,3.83,3.71,3.86,4.0,3.5,3.68,3.72,3.76
Business Administration - MBA,Lower middle income,u37,6,2.75,3.75,3.57,3.33,4.0,3.56,3.64,3.61,3.65
International Business - Management of Technology (VN),Lower middle income,U44,6,3.5,4.0,3.46,4.0,0.0,3.56,3.79,3.61,0.0
International Business - Management of Technology (VN),Lower middle income,u37,6,2.5,3.67,3.61,3.71,3.9,3.65,3.62,3.46,3.7
Mechatronics,Lower middle income,U30,,2.58,3.25,2.75,0.0,0.0,3.54,3.17,0.0,0.0
International Business - Management of Technology (VN),Lower middle income,U44,6.5,3.0,3.86,3.44,3.39,3.69,3.56,3.73,3.55,3.54
International Business - Management of Technology (VN),Lower middle income,u37,6,2.5,3.2,3.28,3.5,2.3,3.55,3.28,3.44,3.12
Regional and Rural Development Planning,Lower middle income,u37,6,3.5,2.88,3.0,3.25,3.17,3.2,3.06,3.3,3.2
Aquaculture and Aquatic Resources Management,Lower middle income,u37,6,3.5,3.91,3.93,0.0,0.0,3.58,3.74,0.0,0.0
Food Engineering and Bioprocess Technology,Upper middle income,U30,6,3.31,3.5,3.63,4.0,0.0,3.34,3.56,3.7,0.0
Aquaculture and Aquatic Resources Management,High income,U30,,3.5,3.75,3.92,0.0,0.0,3.76,3.65,0.0,0.0
International Business - Management of Technology (VN),Lower middle income,u37,6,2.5,3.3,3.5,3.47,3.44,3.43,3.49,3.34,3.39
Water Engineering and Management,Lower middle income,U30,6,3.0,3.12,3.25,0.0,0.0,3.23,3.17,0.0,0.0
International Business - Management of Technology (VN),Lower middle income,U44,6,2.5,3.35,3.0,3.33,3.39,3.53,3.55,3.32,3.2
Microelectronics and Embedded Systems,Lower middle income,u37,6,2.0,3.5,3.13,0.0,0.0,3.47,3.53,0.0,0.0
Business Administration - MBA,High income,U25,,3.0,3.5,3.41,0.0,0.0,3.55,3.55,0.0,0.0
Business Administration - MBA,High income,U25,,3.0,3.57,3.63,0.0,0.0,3.56,3.58,0.0,0.0
Natural Resources Management,Lower middle income,U30,6,3.5,3.6,3.88,3.5,0.0,3.56,3.63,3.74,0.0
Energy Business Management,Upper middle income,U30,6,3.0,3.13,3.32,3.5,0.0,3.4,3.13,3.39,0.0
Environmental Engineering and Management,Lower middle income,U30,6,3.0,3.5,3.75,4.0,0.0,3.53,3.57,3.63,0.0
Energy,Low income,U30,,2.8,3.38,3.27,3.0,3.5,3.7,3.56,3.61,3.49
Urban Water Engineering and Management,Lower middle income,U30,6,3.0,2.75,0.0,0.0,0.0,3.53,0.53,0.0,0.0
Environmental Engineering and Management,Low income,U30,6,3.5,2.67,2.81,3.0,4.0,3.24,3.13,3.33,3.48
International Business - Management of Technology (VN),Lower middle income,G45,6,3.0,3.2,3.38,3.43,3.67,3.54,3.31,3.36,3.49
Gender and Development Studies,Lower middle income,U30,6,3.0,3.38,3.38,3.0,0.0,3.43,3.51,3.45,0.0
Remote Sensing and Geographic Information Systems,Low income,u37,,3.5,3.75,3.67,4.0,0.0,3.41,3.76,3.86,0.0
Water Engineering and Management,Lower middle income,U30,,3.1,3.42,3.61,0.0,0.0,3.53,3.55,0.0,0.0
Energy,Lower middle income,U30,6,2.0,3.83,3.81,4.0,0.0,3.55,3.71,3.67,0.0
Transportation Engineering,Lower middle income,U25,6,3.0,2.88,2.79,0.0,0.0,3.29,3.13,0.0,0.0
Offshore Technology and Management,Lower middle income,u37,6,4.0,3.63,3.27,3.0,0.0,3.46,3.57,3.54,0.0
Mechatronics,Lower middle income,U30,,3.0,3.88,3.88,0.0,0.0,3.62,3.72,0.0,0.0
Microelectronics and Embedded Systems,Lower middle income,U25,6.5,4.0,3.25,3.88,4.0,0.0,3.18,3.27,3.77,0.0
Water Engineering and Management,Upper middle income,u37,6,2.51,2.9,3.29,3.0,0.0,3.19,3.14,3.44,0.0
Business Administration - MBA,Low income,U30,6.5,2.82,3.29,3.7,3.57,3.8,3.5,3.54,3.57,3.58
Mechatronics,Upper middle income,u37,6,2.27,2.5,3.04,3.5,3.5,3.51,3.13,3.34,3.5
International Business - Management of Technology (VN),Lower middle income,u37,6,3.25,3.5,3.58,3.3,3.38,3.58,3.55,3.47,3.55
Environmental Engineering and Management,Low income,U30,6,4.0,3.13,3.25,4.0,0.0,3.2,3.21,3.41,0.0
Environmental Engineering and Management,Upper middle income,U30,6,2.95,2.75,3.0,3.05,0.0,3.2,3.1,3.3,0.0
Environmental Engineering and Management,Lower middle income,U25,6,3.73,3.17,3.5,3.5,0.0,3.17,3.24,3.55,0.0
International Business - Management of Technology (VN),Lower middle income,u37,6,3.0,3.7,3.5,3.67,3.22,3.57,3.65,3.43,3.58
International Business - Management of Technology (VN),Lower middle income,U44,6,3.0,3.5,3.69,3.5,3.67,3.54,3.58,3.52,3.54
International Business - Management of Technology (VN),Lower middle income,U44,6,2.5,3.25,3.63,3.57,3.33,3.53,3.51,3.42,3.49
International Business - Management of Technology (VN),Lower middle income,U44,6,3.0,3.1,3.31,3.27,3.56,3.51,3.47,3.34,3.2
International Business - Management of Technology (VN),Lower middle income,U30,6,3.0,3.6,3.31,3.57,3.11,3.53,3.6,3.4,3.54
International Business - Management of Technology (VN),Lower middle income,U30,6,3.0,3.2,3.31,3.23,3.5,3.52,3.24,3.32,3.48
International Business - Management of Technology (VN),Lower middle income,U44,6,3.0,3.5,3.88,3.93,3.67,3.54,3.58,3.56,3.62
International Business - Management of Technology (VN),Lower middle income,U44,6,2.5,3.6,3.5,3.53,3.83,3.54,3.64,3.41,3.52
Business Administration - MBA,Lower middle income,U30,6,3.5,3.93,3.75,3.79,4.0,3.55,3.75,3.7,3.73
International Business - Management of Technology (VN),Lower middle income,G45,6,2.5,3.55,3.22,3.25,3.56,3.56,3.57,3.45,3.53
Environmental Engineering and Management,Low income,U30,,3.5,3.38,3.75,4.0,3.0,3.59,3.58,3.65,3.42
Mechatronics,Lower middle income,U30,6,2.54,3.13,3.23,3.0,0.0,3.2,3.15,3.42,0.0
Environmental Engineering and Management,Low income,U30,6,3.5,3.17,3.0,3.0,3.0,3.16,3.24,3.35,3.06
Computer Science,Lower middle income,u37,6,3.0,2.63,3.0,3.2,2.83,3.17,3.13,3.36,3.2
Natural Resources Management,Lower middle income,U30,6,1.0,3.77,4.0,3.0,0.0,3.53,3.68,3.8,0.0
International Business - Management of Technology (VN),Lower middle income,u37,6,2.5,3.13,3.36,3.43,2.7,3.49,3.16,3.45,3.2
International Business - Management of Technology (VN),Lower middle income,U30,6,2.5,3.63,3.0,3.4,3.5,3.51,3.59,3.45,3.49
Energy,Lower middle income,u37,6.5,2.94,4.0,4.0,4.0,0.0,3.59,3.84,3.88,0.0
Environmental Engineering and Management,Lower middle income,U30,,3.7,3.86,3.8,0.0,0.0,3.37,3.72,0.0,0.0
Remote Sensing and Geographic Information Systems,Upper middle income,U30,6,3.51,3.45,3.57,3.5,0.0,3.57,3.55,3.74,0.0
International Business - Management of Technology (VN),Lower middle income,U44,6.5,3.5,3.75,3.89,3.5,3.55,3.51,3.63,3.73,3.77
Regional and Rural Development Planning,Upper middle income,u37,6,3.34,2.88,3.27,3.0,0.0,3.25,3.13,3.42,0.0
International Business - Management of Technology (VN),Lower middle income,U30,6,2.5,3.5,3.11,3.71,3.69,3.51,3.54,3.36,3.58
International Business - Management of Technology (VN),Lower middle income,u37,6,3.5,3.6,3.81,3.6,3.67,3.61,3.61,3.49,3.61
International Business - Management of Technology (VN),Lower middle income,U44,6,2.7,3.73,4.0,3.5,3.81,3.52,3.69,3.55,3.62
International Business - Management of Technology (VN),Lower middle income,u37,6,2.5,3.36,3.22,3.68,3.31,3.58,3.5,3.33,3.37
Natural Resources Management,Lower middle income,U30,6,4.0,3.65,3.38,3.0,0.0,3.6,3.66,3.71,0.0
International Business - Management of Technology (VN),Lower middle income,U44,6,3.0,3.41,3.5,3.86,3.6,3.5,3.53,3.57,3.53
International Business - Management of Technology (VN),Lower middle income,u37,6,4.0,3.1,3.31,3.53,3.78,3.55,3.31,3.35,3.2
Business Administration - MBA,Upper middle income,U25,6,3.3,3.14,3.5,3.75,3.29,3.49,3.23,3.55,3.49
International Business - Management of Technology (VN),Lower middle income,G45,6,3.0,3.63,4.0,3.75,3.92,3.57,3.6,3.62,3.63
Geotechnical and Earth Resources Engineering,Upper middle income,u37,7,3.12,3.13,3.39,0.0,0.0,3.45,3.39,0.0,0.0
International Business - Management of Technology (VN),Lower middle income,G45,6,2.09,3.35,3.17,3.36,3.54,3.6,3.5,3.38,3.2
Mechatronics,Upper middle income,u37,6.5,3.39,3.28,3.86,3.0,4.0,3.38,3.51,3.74,3.67
Telecommunications,Lower middle income,U30,6,3.0,3.13,3.5,3.5,3.5,3.33,3.2,3.53,3.48
Telecommunications,Lower middle income,U30,6,2.0,2.63,3.0,2.9,3.63,3.51,3.13,3.31,3.2
International Business - Management of Technology (VN),Lower middle income,G45,5.5,2.5,3.31,3.56,3.61,0.0,3.5,3.5,3.4,0.0
Disaster Preparedness Mitigation and Management,High income,u37,7.5,3.29,4.0,3.75,4.0,0.0,3.71,3.74,3.69,0.0
International Business - Management of Technology (VN),Lower middle income,U44,6,2.5,3.25,3.39,3.21,3.15,3.48,3.45,3.4,3.2
Business Administration - MBA,Lower middle income,U30,,4.0,2.92,3.0,3.36,3.1,3.48,3.13,3.32,3.25
Environmental Engineering and Management,Lower middle income,u37,6,3.5,3.59,3.3,0.0,0.0,3.36,3.61,0.0,0.0
Mechatronics,Lower middle income,U30,6,2.0,3.0,2.75,2.0,0.0,3.16,3.13,3.3,0.0
Structural Engineering,Lower middle income,U30,,3.0,3.88,3.88,3.5,0.0,3.52,3.79,3.76,0.0
Structural Engineering,Lower middle income,U30,6,3.2,3.13,2.88,3.0,0.0,3.57,3.24,3.34,0.0
Energy,Lower middle income,U30,6,3.0,2.9,3.0,3.69,0.0,3.53,3.13,3.3,0.0
Structural Engineering,Upper middle income,U25,,3.18,3.13,2.88,3.0,0.0,3.37,3.38,3.39,0.0
Business Administration - MBA,Low income,u37,6,4.0,3.64,3.42,3.38,3.5,3.68,3.67,3.54,3.5
Business Administration - MBA,Low income,U30,6,3.64,3.36,3.5,3.88,3.55,3.43,3.52,3.55,3.52
Urban Environmental Management,Lower middle income,U25,6,3.0,3.41,3.61,4.0,0.0,3.38,3.53,3.57,0.0
Regional and Rural Development Planning,Lower middle income,u37,6,3.0,3.0,3.5,3.67,0.0,3.34,3.13,3.48,0.0
Water Engineering and Management,Upper middle income,U25,6,3.5,3.54,3.39,4.0,0.0,3.58,3.59,3.55,0.0
Business Administration - MBA,Low income,U30,,3.4,3.0,3.5,3.13,3.5,3.5,3.14,3.49,3.2
Urban Environmental Management,Upper middle income,U30,6,3.46,2.86,3.32,3.25,0.0,3.29,3.13,3.38,0.0
International Business - Management of Technology (VN),Lower middle income,u37,6,4.0,3.73,3.5,3.43,3.56,3.55,3.66,3.49,3.52
International Business - Management of Technology (VN),Lower middle income,G45,6,3.0,3.59,3.33,3.93,4.0,3.58,3.6,3.42,3.61
International Business - Management of Technology (VN),Lower middle income,u37,6.5,3.0,3.86,3.56,3.39,3.5,3.67,3.72,3.57,3.77
International Business - Management of Technology (VN),Lower middle income,U30,6,1.6,3.5,3.79,3.26,0.0,3.49,3.53,3.44,0.0
Structural Engineering,Upper middle income,U25,6,3.54,3.38,3.5,3.5,0.0,3.51,3.54,3.52,0.0
Water Engineering and Management,Lower middle income,U30,6,4.0,3.42,3.82,0.0,0.0,3.35,3.53,0.0,0.0
Computer Science,Lower middle income,u37,6,2.68,3.38,3.63,3.5,0.0,3.23,3.53,3.68,0.0
Aquaculture and Aquatic Resources Management,Upper middle income,u37,6,2.72,3.27,2.83,3.17,0.0,3.23,3.48,3.36,0.0
Offshore Technology and Management,Upper middle income,u37,6,2.41,3.67,3.6,3.5,2.5,3.54,3.59,3.57,2.63
Business Administration - MBA,Lower middle income,U30,,3.06,3.86,3.58,3.5,4.0,3.58,3.72,3.73,3.67
Business Administration - MBA,Lower middle income,U30,,3.13,3.93,3.92,4.0,4.0,3.56,3.75,3.86,3.81
Business Administration - MBA,Lower middle income,U30,,3.14,3.57,3.5,3.88,0.0,3.56,3.58,3.6,0.0
Regional and Rural Development Planning,Lower middle income,U25,6,3.02,3.0,3.15,3.17,0.0,3.16,3.13,3.41,0.0
Water Engineering and Management,Lower middle income,U30,6,2.83,3.08,3.18,0.0,0.0,3.22,3.16,0.0,0.0
Water Engineering and Management,Lower middle income,u37,6,4.0,3.19,3.29,0.0,0.0,3.18,3.22,0.0,0.0
Computer Science,Upper middle income,U30,6,3.84,3.88,3.88,4.0,0.0,3.38,3.79,3.92,0.0
Information Management,Lower middle income,u37,6,3.77,3.25,3.13,3.5,3.5,3.16,3.37,3.57,3.47
Information Management,Upper middle income,U30,6,3.42,3.38,3.75,3.5,0.0,3.34,3.53,3.73,0.0
Mechatronics,Lower middle income,U44,6,2.46,3.17,3.0,3.0,0.0,3.16,3.17,3.36,0.0
Mechatronics,Lower middle income,U30,6.5,3.15,3.88,3.63,0.0,0.0,3.62,3.73,0.0,0.0
Information & Communications Technologies,Lower middle income,u37,,2.53,3.63,3.88,4.0,0.0,3.16,3.6,3.88,0.0
Natural Resources Management,Lower middle income,U30,6,2.0,3.62,3.73,0.0,0.0,3.59,3.61,0.0,0.0
Remote Sensing and Geographic Information Systems,Lower middle income,U25,,3.36,3.08,3.07,3.0,3.15,3.16,3.16,3.62,3.2
Remote Sensing and Geographic Information Systems,Low income,u37,,4.0,3.83,3.79,4.0,0.0,3.28,3.82,3.9,0.0
Remote Sensing and Geographic Information Systems,Upper middle income,U30,6,3.61,3.36,3.54,3.67,0.0,3.47,3.52,3.57,0.0
Remote Sensing and Geographic Information Systems,Upper middle income,U44,6,3.75,4.0,4.0,4.0,0.0,3.53,3.87,3.91,0.0
Natural Resources Management,Lower middle income,U25,6,2.0,3.25,4.0,3.73,0.0,3.61,3.5,3.53,0.0
Energy,Lower middle income,u37,5,1.0,2.8,3.0,2.79,3.09,3.17,3.14,3.3,3.2
Water Engineering and Management,Lower middle income,U30,6,4.0,3.12,3.71,0.0,0.0,3.17,3.21,0.0,0.0
Water Engineering and Management,Lower middle income,U30,6,3.55,3.12,3.29,0.0,0.0,3.2,3.19,0.0,0.0
Water Engineering and Management,Lower middle income,U30,6,3.38,3.77,3.71,0.0,0.0,3.22,3.69,0.0,0.0
Agricultural Systems & Engineering,Lower middle income,U30,6,2.94,2.5,3.0,3.0,0.0,3.52,3.11,3.31,0.0
Mechatronics,Lower middle income,u37,,4.0,3.88,3.63,0.0,0.0,3.17,3.71,0.0,0.0
Energy,Lower middle income,U30,6,3.5,3.5,3.27,0.0,0.0,3.54,3.59,0.0,0.0
Geotechnical and Earth Resources Engineering,Upper middle income,U30,6,3.12,3.63,3.75,3.0,0.0,3.49,3.63,3.71,0.0
Business Administration - MBA,Upper middle income,U30,,3.57,3.36,3.25,3.38,0.0,3.44,3.49,3.46,0.0
Water Engineering and Management,Lower middle income,U30,6,4.0,3.15,3.39,0.0,0.0,3.18,3.23,0.0,0.0
Water Engineering and Management,Lower middle income,U30,6,3.585,3.77,4.0,0.0,0.0,3.28,3.7,0.0,0.0
Water Engineering and Management,Lower middle income,U30,6.5,3.4,3.42,3.21,0.0,0.0,3.38,3.52,0.0,0.0
Water Engineering and Management,Lower middle income,U30,6,4.0,2.77,3.11,3.5,0.0,3.16,3.13,3.33,0.0
Water Engineering and Management,Lower middle income,U30,6,3.61,3.42,3.39,0.0,0.0,3.23,3.53,0.0,0.0
Agricultural Systems & Engineering,Lower middle income,u37,6,3.0,3.5,3.5,3.5,0.0,3.53,3.57,3.63,0.0
Natural Resources Management,Lower middle income,u37,6,3.0,3.54,3.73,0.0,0.0,3.6,3.56,0.0,0.0
Regional and Rural Development Planning,Lower middle income,U30,6,1.0,3.5,3.62,3.33,0.0,3.48,3.54,3.5,0.0
Regional and Rural Development Planning,Lower middle income,u37,6,2.0,3.5,3.5,4.0,0.0,3.45,3.54,3.58,0.0
Regional and Rural Development Planning,Lower middle income,U30,6,4.0,3.38,3.5,3.17,0.0,3.17,3.52,3.62,0.0
Natural Resources Management,Lower middle income,u37,6,2.0,3.58,3.5,3.5,0.0,3.34,3.6,3.57,0.0
Gender and Development Studies,Lower middle income,u37,6,1.0,3.75,3.88,3.75,0.0,3.25,3.66,3.74,0.0
Regional and Rural Development Planning,Lower middle income,U30,6,1.0,3.25,3.15,3.5,0.0,3.41,3.27,3.32,0.0
Business Administration - MBA,Lower middle income,U30,,3.5,3.14,3.17,2.75,3.65,3.55,3.2,3.48,3.2
Business Administration - MBA,Lower middle income,u37,,3.06,3.57,3.75,3.63,0.0,3.52,3.59,3.64,0.0
Business Administration - MBA,Upper middle income,U25,6,3.5,3.5,3.25,3.38,3.17,3.16,3.53,3.48,3.55
Business Administration - MBA,Low income,U30,6,3.15,3.57,3.67,3.75,3.65,3.4,3.59,3.69,3.59
Business Administration - MBA,Lower middle income,U30,6.5,2.0,3.36,3.25,3.63,3.86,3.49,3.49,3.49,3.71
Business Administration - MBA,Lower middle income,U44,6.5,2.0,3.43,3.5,3.62,3.83,3.57,3.56,3.46,3.49
Industrial and Manufacturing Engineering,Lower middle income,u37,,2.78,3.5,3.13,3.25,0.0,3.47,3.56,3.58,0.0
Business Administration - MBA,Lower middle income,U30,6,1.0,3.07,3.25,3.5,3.75,3.48,3.2,3.32,3.59
Business Administration - MBA,Lower middle income,U25,6.5,1.0,3.36,3.17,3.38,3.45,3.48,3.48,3.39,3.55
Business Administration - MBA,Low income,U30,6.5,3.26,3.43,3.42,3.75,3.9,3.51,3.59,3.59,3.59
Business Administration - MBA,Lower middle income,U30,,3.9,3.43,3.58,3.63,0.0,3.46,3.51,3.58,0.0
Business Administration - MBA,Upper middle income,U30,6.5,9.02,3.79,3.83,4.0,3.77,3.68,3.79,4.0,3.83
Energy,Upper middle income,U30,6,3.45,3.35,3.35,0.0,0.0,3.17,3.42,0.0,0.0
Energy,Lower middle income,U30,,4.0,3.15,3.35,0.0,0.0,3.17,3.23,0.0,0.0
Energy,Upper middle income,U30,6,3.92,3.35,3.23,0.0,0.0,3.21,3.48,0.0,0.0
Energy,Low income,U30,,3.5,3.63,3.63,4.0,0.0,3.64,3.67,3.72,0.0
Energy,Lower middle income,U30,,2.68,3.35,3.62,0.0,0.0,3.52,3.52,0.0,0.0
Energy,Lower middle income,U30,6,2.88,3.65,3.54,0.0,0.0,3.57,3.64,0.0,0.0
International Business - Management of Technology (VN),Lower middle income,U30,6,3.0,3.89,3.72,3.68,4.0,3.55,3.73,3.69,3.74
Climate Change and Sustainable Development,Lower middle income,u37,,4.0,3.55,3.39,4.0,0.0,3.45,3.62,3.74,0.0
Energy Business Management,Low income,U30,6,3.5,3.21,3.42,3.29,0.0,3.49,3.45,3.42,0.0
Remote Sensing and Geographic Information Systems,Upper middle income,U25,6,3.16,3.36,3.41,3.5,4.0,3.55,3.52,3.72,3.61
Environmental Engineering and Management,Lower middle income,U30,6,2.0,3.42,3.5,3.5,0.0,3.51,3.51,3.58,0.0
Environmental Engineering and Management,Lower middle income,U30,6,3.0,2.77,3.05,3.0,3.5,3.27,3.13,3.34,3.51
AgriBusiness Management,Lower middle income,u37,6,3.92,3.5,3.5,4.0,0.0,3.39,3.51,3.64,0.0
Environmental Engineering and Management,Lower middle income,U30,,3.5,3.88,4.0,4.0,0.0,3.47,3.78,3.95,0.0
Disaster Preparedness Mitigation and Management,Upper middle income,U30,6,3.25,3.32,3.6,4.0,0.0,3.17,3.32,3.64,0.0
Industrial and Manufacturing Engineering,Lower middle income,U30,6,2.74,3.38,3.63,3.5,0.0,3.22,3.49,3.57,0.0
International Business - Management of Technology (VN),Lower middle income,U30,6,2.83,3.67,3.36,3.68,4.0,3.49,3.59,3.47,3.75
Industrial and Manufacturing Engineering,Lower middle income,U30,6,3.0,2.75,3.14,2.5,0.0,3.21,3.13,3.38,0.0
Natural Resources Management,Upper middle income,U30,6,3.72,3.8,3.4,3.5,0.0,3.47,3.73,3.74,0.0
Energy,Upper middle income,U25,6,3.0,3.0,3.23,3.36,3.5,3.41,3.13,3.33,3.13
Energy Business Management,Upper middle income,U25,6,3.59,3.5,3.58,3.2,3.33,3.59,3.57,3.7,3.32
Natural Resources Management,Lower middle income,U30,6,3.0,3.54,3.62,0.0,0.0,3.66,3.59,0.0,0.0
ConstructionEngineering and Infrastructure Management,Lower middle income,U30,6,3.0,3.0,3.04,0.0,0.0,3.55,3.16,0.0,0.0
Water Engineering and Management,Lower middle income,U30,,3.0,2.77,3.0,0.0,0.0,3.25,3.13,0.0,0.0
Industrial and Manufacturing Engineering,Lower middle income,U30,6,2.0,3.25,3.5,0.0,0.0,3.36,3.3,0.0,0.0
ConstructionEngineering and Infrastructure Management,Lower middle income,U30,6,3.0,3.13,3.54,0.0,0.0,3.41,3.17,0.0,0.0
Geotechnical and Earth Resources Engineering,Lower middle income,U25,6,3.0,3.5,4.0,3.5,0.0,3.38,3.55,3.82,0.0
Offshore Technology and Management,Lower middle income,U30,6.5,3.0,4.0,3.5,4.0,4.0,3.54,3.77,3.83,3.6
Structural Engineering,Lower middle income,U25,6,3.0,3.38,3.75,3.5,0.0,3.41,3.51,3.71,0.0
Offshore Technology and Management,Lower middle income,U30,6,3.0,3.67,3.3,4.0,4.0,3.52,3.61,3.5,3.82
ConstructionEngineering and Infrastructure Management,Lower middle income,U30,6,3.0,3.13,3.5,0.0,0.0,3.41,3.17,0.0,0.0
Microelectronics and Embedded Systems,Lower middle income,U25,6,3.02,2.63,3.5,3.5,0.0,3.23,3.13,3.38,0.0
International Business - Management of Technology (VN),Lower middle income,U44,6,3.0,3.64,3.5,2.67,3.5,3.53,3.6,3.61,3.48
Food Engineering and Bioprocess Technology,Upper middle income,U25,6,3.37,3.38,3.5,4.0,0.0,3.54,3.5,3.71,0.0
Disaster Preparedness Mitigation and Management,Low income,U30,6,3.18,3.75,3.81,3.5,0.0,3.58,3.69,3.98,0.0
Water Engineering and Management,Low income,U30,,3.82,3.19,3.93,0.0,0.0,3.63,3.37,0.0,0.0
Structural Engineering,Upper middle income,U30,6,3.36,3.25,3.75,3.5,0.0,3.5,3.39,3.5,0.0
Environmental Engineering and Management,Low income,u37,7,2.72,3.23,4.0,0.0,0.0,3.83,3.58,0.0,0.0
AgriBusiness Management,Upper middle income,u37,6,2.75,2.63,3.0,3.3,0.0,3.54,3.13,3.33,0.0
Urban Environmental Management,Lower middle income,U30,,3.74,3.41,3.29,3.5,0.0,3.19,3.44,3.48,0.0
Climate Change and Sustainable Development,Low income,U30,,3.83,3.46,3.77,3.5,0.0,3.71,3.62,3.79,0.0
Energy,Lower middle income,U30,6,3.5,3.81,3.88,0.0,0.0,3.26,3.74,0.0,0.0
Urban Environmental Management,Lower middle income,U30,,3.01,3.42,3.36,4.0,0.0,3.34,3.48,3.52,0.0
Urban Environmental Management,Lower middle income,U30,6,3.58,3.27,3.25,4.0,0.0,3.54,3.34,3.51,0.0
Energy,Lower middle income,U30,6,2.72,3.73,3.5,0.0,0.0,3.56,3.67,0.0,0.0
Food Engineering and Bioprocess Technology,Upper middle income,U30,6,3.54,3.5,3.38,4.0,0.0,3.54,3.58,3.65,0.0
Food Engineering and Bioprocess Technology,Lower middle income,U44,,3.08,3.25,3.25,4.0,0.0,3.4,3.31,3.54,0.0
Food Engineering and Bioprocess Technology,Low income,U30,,4.0,4.0,4.0,4.0,0.0,3.65,3.9,4.08,0.0
Gender and Development Studies,Lower middle income,U30,,3.3,3.38,3.63,3.75,0.0,3.41,3.53,3.57,0.0
